Id2,totalGroup1,totalGroup2,percent_bachelorPlus,meanvalence,households_meanIncome
6037204920,1950,58,7,5.77961223,45246
6037205110,2510,41,3.8,5.726131922,40385
6037205120,2367,26,4.3,5.860000053,34050
6037206010,1241,106,14.1,5.898280103,31371
6037206020,2946,1607,6.6,5.899871104,87066
6037206031,198,1281,66.5,5.932400715,105357
6037206032,2931,262,12.6,5.706539898,39651
6037206050,1456,160,15.4,5.775950033,29242
6037206200,670,406,30.1,6.113957508,35017
6037206300,1084,1170,8.1,5.980248595,11445
6037207101,417,643,36.6,5.920255638,48336
6037207102,175,30,12.3,5.983794334,29486
6037207103,142,125,12,5.985135735,31479
6037207301,863,2036,50.4,6.029985923,66156
6037207302,630,1724,55.1,5.940853706,58379
6037207400,607,143,12.2,6.114082394,9040
6037207501,226,811,75.9,5.926601187,77005
6037207502,179,565,49.2,6.141268061,56763
6037207710,422,1423,61.4,6.018772932,82873
6037207900,758,1135,73,5.922410015,98685
6037208000,3701,433,27.9,5.817041888,50538
6037208301,1620,31,6.6,5.61039334,49859
6037208302,2505,233,15.9,5.831334308,38556
6037208401,2481,75,15.1,5.537042536,32829
6037208402,1660,99,22.5,5.964046536,51501
6037208501,945,90,28.9,5.941717077,63715
6037208502,1803,271,13.7,5.664391683,35815
6037208610,1345,96,28.9,5.976554157,43885
6037208620,1703,272,31.1,5.849137604,46982
6037208710,1055,309,37.5,5.80477844,62320
6037208720,2694,196,16.9,5.980752394,31159
6037208801,1593,210,14.5,6.017264453,31069
6037208802,1400,315,28.6,5.836370825,37450
6037208902,1910,15,6.5,5.665884096,35421
6037208903,2563,245,11.4,5.638810875,31712
6037208904,2193,77,4.8,5.707435006,21707
6037209102,2917,143,12.7,5.945019881,26589
6037209103,2641,23,5.5,5.665584599,27435
6037209104,1424,196,11.5,5.85599233,25942
6037209200,966,791,47.3,5.958707321,64335
6037209300,2149,526,16.9,5.77549894,37919
6037209401,2066,200,11.2,5.716938677,27195
6037209402,2713,124,6.7,5.887406373,28317
6037209403,1761,253,14.9,5.926059051,33997
6037209510,1390,117,17.3,5.645952294,35480
6037209520,1626,38,9.9,5.806190633,30728
6037209810,1589,243,11.6,5.852890645,32935
6037209820,1862,16,8.8,5.809942525,31881
6037211000,178,2107,70.2,5.981464264,226258
6037211120,1011,541,37.8,5.784774461,48020
6037211121,775,280,36.8,6.260367063,55800
6037211122,1063,476,39.4,5.999743474,49961
6037211201,1922,170,18.4,5.732057437,46645
6037211202,1336,223,26.7,5.730749427,40687
6037211310,2318,83,17.7,5.682965802,36195
6037211320,1697,219,24.8,5.86880343,43164
6037211410,759,203,26.3,6.093345831,45017
6037211420,1228,372,33.2,5.847166229,53920
6037211500,673,1216,47.8,5.907677311,124641
6037211701,89,651,64.2,5.92072897,179339
6037211703,1813,429,31.7,5.717088829,45921
6037211704,585,441,41.1,6.049256819,39391
6037211802,1075,493,39.5,5.935340515,52313
6037211803,507,205,39.2,5.797866082,45711
6037211804,351,275,40.1,5.89239937,52194
6037211910,2531,296,16.9,5.815920713,43536
6037211921,711,110,42.2,5.878408568,42935
6037211922,1593,162,29.4,5.706970059,48648
6037212101,579,250,36,5.933304023,57228
6037212102,647,300,31.7,5.925170117,30739
6037212202,2307,106,11.7,5.735918996,37542
6037212203,1832,44,9,5.661100327,24099
6037212204,2127,121,13.4,5.721996985,31360
6037212303,1660,193,15.2,5.936862513,36619
6037212304,1022,228,24.8,5.809777624,32126
6037212305,1762,107,14.3,5.891053131,36905
6037212306,835,81,30,5.838964434,40675
6037212410,1432,350,28.1,5.906481782,47103
6037212420,1456,69,18,5.926127448,40095
6037212501,804,365,37.1,6.041877097,46343
6037212502,843,382,41.2,5.879730088,58747
6037212610,726,375,38,5.882476768,51992
6037212620,1750,135,27.2,5.903216872,38209
6037212701,668,273,35.2,5.907290581,63322
6037212702,227,734,56.6,6.063472495,103683
6037212800,1667,546,35.3,5.832515873,71581
6037212900,2401,259,21.1,5.655619605,50657
6037213100,814,238,36.2,5.808780236,76486
6037213201,1635,133,27.5,5.944958256,34972
6037213202,1848,85,15.9,5.711128108,38769
6037213310,2237,19,11.8,5.792101192,45946
6037213320,1045,61,17.9,5.808335767,31452
6037213401,3499,52,13.2,5.670253714,36001
6037213402,2532,122,16.4,5.745792974,38757
6037214000,86,2435,53.1,6.052389268,142574
6037214100,168,2999,57.3,5.816033221,144086
6037214400,381,1994,64,5.909777716,79373
6037214501,96,1643,66.3,5.998873713,105461
6037214502,616,2703,74.4,5.955037867,89627
6037214503,130,1407,64.4,6.025980548,95659
6037214600,241,1766,61.6,5.954339278,125931
6037214700,237,1808,65.6,5.806089153,133796
6037214800,235,2068,63.9,6.041822432,129625
6037214901,179,2157,70.7,6.072663873,85688
6037214902,157,1731,67.9,5.940024305,95952
6037215101,345,1606,68.2,6.023416266,62997
6037215102,349,1781,62.4,5.893262552,64240
6037216100,198,1001,68.9,5.899172916,169450
6037216200,656,1600,67.1,5.780790179,135657
6037216300,384,2726,67.6,6.113940358,131717
6037216401,348,3013,65.1,5.909940161,87888
6037216402,250,2062,60.7,5.809540195,96205
6037216700,704,1115,44.9,5.849663001,86222
6037216800,485,1726,68.1,5.814803763,118576
6037216900,1213,1687,51.6,5.923262105,84201
6037217001,73,1706,54.3,5.975237205,112588
6037217002,661,2746,53.2,5.889680485,85692
6037217100,1379,1244,39.9,5.800013598,81820
6037217200,1074,769,47.4,5.862969655,93005
6037218110,1389,100,23,5.910077082,64543
6037218120,2801,112,16.9,5.771621486,46256
6037218210,2172,244,9.3,5.693763793,43979
6037218220,1865,373,24.2,5.934593772,71844
6037218300,2134,482,19,5.723313372,46374
6037218400,2074,144,17.7,6.014968282,38911
6037218500,1166,80,15.6,5.889867912,50986
6037218600,1526,91,18.7,5.797353469,51500
6037218701,656,122,31.3,5.896574249,65914
6037218702,772,46,14.4,5.725760687,44667
6037218800,1188,101,13.6,5.92470047,53308
6037218900,2108,402,20.6,5.89521214,43342
6037219010,1238,117,11,5.815704966,52989
6037219020,1998,99,11.2,5.629797304,47935
6037219300,1814,98,13,5.858131294,40554
6037219500,376,56,34.9,5.781215755,75179
6037219700,2278,202,22.1,5.850529993,59104
6037219800,1642,60,5.7,5.773356736,37872
6037219901,2570,140,10.9,5.723528968,34931
6037219902,2282,224,14,5.91884498,58282
6037220100,368,163,25.3,5.573287373,71082
6037221110,2511,136,7.5,5.697234348,39999
6037221120,2343,35,7.2,5.794788084,37545
6037221210,1870,151,13.7,5.71250247,48216
6037221220,2566,30,11.2,5.704294012,40788
6037221302,3299,377,8.5,5.797147696,44980
6037221303,1502,196,17,5.560706373,40333
6037221304,1647,110,16.9,5.790050705,42541
6037221401,747,229,19,5.967445984,34577
6037221402,1242,221,23.5,5.744094751,53465
6037221500,1938,64,6,5.82700504,41743
6037221601,2101,134,11.1,5.725233246,53104
6037221602,2135,37,7.6,5.59169016,36447
6037221710,1468,162,19.4,5.765557266,38240
6037221810,871,430,27.4,5.767454282,24749
6037221820,326,844,68.3,5.803790362,29206
6037221900,767,779,27.7,5.857094332,21381
6037222001,1280,225,23.5,5.695436377,69962
6037222002,2530,104,11.4,5.869821491,50277
6037222100,1660,91,14.3,5.616862995,38908
6037222200,2227,196,10.8,5.784923011,39873
6037222500,2714,64,6.7,5.850928894,47442
6037222600,2205,381,20.4,5.899087996,35217
6037222700,345,1706,50,5.858700949,16070
6037224010,959,270,16,5.902208119,28950
6037224020,1647,108,11,5.796602593,30414
6037224200,1762,44,6.3,5.806105631,36488
6037224310,1303,105,9.3,5.890407192,31048
6037224320,2320,67,5,5.865469517,36862
6037224410,1431,559,33.9,5.736521538,38303
6037224420,1593,149,17.8,5.862265286,33632
6037224600,2120,114,10,5.683938028,42586
6037224700,927,3163,50.9,5.854741234,21670
6037226002,656,386,35,5.881505989,45497
6037226410,2538,9,1.7,5.585976959,36051
6037226420,3428,41,7.1,5.65509646,35984
6037227020,2388,20,2.8,5.660901498,41409
6037228100,3519,6,1,5.702268507,43680
6037228210,2201,5,5.4,5.579434225,34776
6037228220,2541,40,2.9,5.647907039,39406
6037228310,3100,6,3.3,5.694069237,40567
6037228320,1932,8,1.1,5.632558824,35656
6037228410,2299,60,3.5,5.695471133,38947
6037228420,2100,19,6.9,5.612853254,40583
6037228600,3060,96,4.4,5.82472716,35697
6037228710,2640,12,3,5.486379881,34389
6037228720,2778,17,2.7,5.644653768,41288
6037228800,3380,16,3.4,5.780264108,39287
6037229100,3165,33,2.3,5.403908003,47458
6037229200,2630,1,1.3,5.620803717,32208
6037229300,3368,16,3,5.709705442,34729
6037229410,2081,64,1.8,5.683083684,32308
6037229420,2761,30,5.3,5.633488973,41354
6037231100,1640,174,6.7,5.785771856,39523
6037231220,2464,143,6,6.037601019,32441
6037231300,2903,58,5.7,5.846663836,35395
6037231400,2731,16,4.7,5.599596762,41564
6037231500,1863,13,11.5,5.798615459,57466
6037231600,3196,227,13.3,5.861146327,45545
6037231710,2505,37,7.9,5.942818677,29747
6037231720,3358,93,6.5,5.781529313,36114
6037231800,3045,16,2.5,6.088121857,34160
6037231900,3413,104,5.7,5.796637248,36436
6037232110,1765,11,5.3,5.639717193,38233
6037232120,3117,26,4.8,5.737211891,39547
6037232200,1292,22,4.6,5.946211705,37860
6037232300,2464,55,8.9,5.738013834,59023
6037232400,2685,64,7,5.758065287,41572
6037232500,2103,9,10.5,5.716293801,46086
6037232600,3258,21,6.1,5.752320816,42056
6037232700,3306,38,5,5.776315827,34880
6037232800,2321,42,5,5.949519597,39126
6037234000,1484,75,22.8,5.824288507,65078
6037234200,71,85,29.3,5.764397637,65488
6037234300,84,49,25.6,5.8673495,52779
6037234501,618,43,14.4,5.833097671,48254
6037234502,508,72,15,5.78783547,34949
6037234600,1421,137,15.5,5.779335993,55058
6037234700,1317,17,5,5.749020276,49084
6037234800,1091,48,15.3,5.905322254,55028
6037234902,1312,45,6,5.715543842,44574
6037235100,595,142,25.3,5.78076234,76434
6037235201,497,53,16.4,5.80567966,50830
6037235202,1095,87,16,5.793050139,37330
6037236000,589,582,40.9,5.587705587,85190
6037236100,688,141,26.6,5.943586464,40045
6037236202,2330,46,11.6,5.791881844,31794
6037236203,807,37,12.5,5.775193559,35583
6037236204,673,63,8.2,5.960475951,31303
6037236400,295,163,42.7,5.874195214,69736
6037237101,1988,5,3.7,5.763266546,36313
6037237102,1479,11,11.1,5.77288258,35073
6037237201,1932,6,5.2,5.755151876,39232
6037237202,2359,23,3.8,5.888848309,44664
6037237300,1353,78,15.3,5.71017115,43195
6037237401,1971,5,9.1,5.879530634,40575
6037237402,1516,13,7.4,6.079829132,42992
6037237500,1657,15,8,5.67166494,36010
6037237600,2027,27,4,5.654323591,37573
6037237710,1629,8,8.5,5.694840445,42992
6037237720,1587,6,6.5,5.714066183,33110
6037237800,1088,66,12.7,5.717011761,54080
6037237900,388,16,17.5,6.042350752,49526
6037238000,892,55,20,5.920295093,56816
6037238100,935,69,16.9,5.747089813,54058
6037238200,535,77,15.6,5.50769008,57286
6037238310,2442,89,6,5.931550919,28412
6037238320,1638,9,3.7,5.6808779,32569
6037238400,611,65,23.7,5.784440752,65256
6037239201,2040,9,4.2,5.653827041,38206
6037239202,2776,18,6,5.670059547,44648
6037239310,2660,93,6.9,5.709075615,40178
6037239320,2183,23,6,5.718812008,43791
6037239501,2040,49,4.6,5.731946504,37988
6037239502,1896,4,5.1,5.634588566,40211
6037239601,2060,24,6.4,5.828958716,36689
6037239602,2080,25,10.4,5.818821475,39303
6037239701,2584,5,2.6,5.768842371,35246
6037239702,1675,14,3.5,5.734971982,32625
6037239801,2032,4,2.6,5.752532587,40254
6037240200,2678,45,4.7,5.801104068,36198
6037240300,2660,75,6.1,5.741125493,42814
6037240402,1791,1,6.2,5.821925827,36554
6037240500,3552,17,4.8,5.75629583,39462
6037240600,2701,9,5.8,5.686234578,40018
6037240700,2992,118,5.1,5.828496706,43080
6037240800,2161,82,6.9,5.620674868,44703
6037240900,3070,17,6.4,5.832624046,43053
6037241001,1952,18,8.4,5.739987638,41169
6037241002,1875,3,3.5,5.724196271,44714
6037241110,1483,4,4.4,5.814448918,38676
6037241120,2369,48,10,5.581928615,39649
6037241202,2233,38,4.4,5.794446764,40304
6037241300,872,30,11.8,5.768163186,51017
6037242000,1718,22,3.6,5.744046818,42104
6037242200,2888,7,4.5,5.796290837,37432
6037242300,2594,43,5.6,5.848963133,41535
6037242600,2109,7,1.2,5.595552763,21041
6037242700,2386,7,4.8,5.760883141,36834
6037243000,3703,22,4.3,5.800535928,46612
6037243100,3229,116,3.6,5.370190448,37053
6037261101,123,2735,72.3,6.131465758,241609
6037261102,204,2755,71.6,5.970661574,269269
6037261200,229,2715,75.4,5.848487834,233489
6037262100,119,2129,67.4,5.930589156,289883
6037262200,212,2823,77.9,5.867968256,246554
6037262301,275,1647,79.6,5.851478197,290295
6037262302,197,2024,80.9,6.015626922,264308
6037262303,136,2173,77.2,5.997970754,366121
6037262400,143,1996,80,5.939839971,387177
6037262501,127,2682,82.7,6.083146131,301034
6037262601,169,2377,77.7,5.966580066,353005
6037262604,30,4581,76.5,5.965151345,266277
6037262704,216,2414,75.1,5.979002796,202716
6037262706,230,2434,77.2,5.915851021,299541
6037262802,189,2409,79.1,5.997800202,375027
6037264000,141,2451,84.2,5.812034057,330160
6037264102,143,2072,80,5.903570115,130778
6037264103,191,1766,79,6.015911194,124230
6037264301,273,3678,76.5,5.956724372,115349
6037264302,354,3878,74.3,6.042131188,145223
6037265100,47,2024,64.1,5.894878176,198307
6037265201,139,1698,69,5.821773995,158438
6037265202,115,2368,77.9,6.03163129,133073
6037265303,979,1779,70.8,5.928488067,32483
6037265304,575,1597,71.1,5.867339631,29112
6037265305,388,2113,81.5,5.995825189,57751
6037265410,59,909,73,5.790496226,180914
6037265420,65,1266,79.9,5.820632451,271005
6037265510,246,2006,84.2,5.992336346,99986
6037265520,181,2799,76.5,5.966037063,123756
6037265601,77,1842,64.3,5.977690561,127323
6037265602,104,2219,67.2,6.132479309,189274
6037265700,231,3248,71.9,5.861397201,141103
6037267100,610,3771,68.9,5.838476748,122828
6037267200,337,3518,64.6,5.97286045,106432
6037267300,434,2145,66.9,6.016333854,80471
6037267402,331,2708,69.7,5.92452901,88772
6037267403,293,1497,74.8,5.896371673,77722
6037267404,334,1941,74.3,5.998732166,94458
6037267501,2095,2201,56.7,5.888102488,86835
6037267502,583,1583,54.6,5.955821986,79225
6037267600,642,1170,55.6,5.941226783,86439
6037267700,689,1181,62.1,6.077657696,108466
6037267800,194,1589,68.6,6.183764351,120400
6037267901,16,1592,60.7,6.008030997,212657
6037267902,107,2176,75.7,6.142030342,131242
6037269000,238,3541,66.2,5.944584171,217685
6037269100,238,2733,63.9,5.906588855,107288
6037269300,130,2585,81.9,6.385093412,231910
6037269500,73,2479,74.2,5.890091506,223103
6037269601,1412,375,21.7,5.935932599,60001
6037269602,876,884,40.5,5.98984674,67231
6037269700,1115,1176,46,5.802491717,97226
6037269800,477,1466,55.7,5.74287345,69246
6037269903,937,1385,54.2,5.942903839,65717
6037269904,728,1544,50.8,6.078043085,52514
6037269905,1178,742,56.7,6.043775475,70749
6037269906,404,1087,67.1,6.078266831,77591
6037269907,787,965,52.4,5.723528798,74321
6037270100,932,1940,53.3,5.945976096,62555
6037270200,1918,780,24.6,6.07190632,72153
6037270300,767,393,35.7,5.9027071,83732
6037271100,365,1098,58,5.838395748,112170
6037271200,738,821,51.6,5.870770345,76989
6037271300,741,2061,53.9,6.057630463,90881
6037271400,365,2256,59.7,5.846962285,137578
6037271500,454,1626,61.4,5.630623754,114361
6037271600,261,1772,79.8,5.86239943,98359
6037271701,729,2988,62.5,5.74665445,87391
6037271702,536,1369,75.8,5.994728403,74376
6037271801,1106,1306,55.8,5.943004469,86826
6037271802,1129,2492,46.9,5.987303933,64902
6037271901,843,1269,53.1,5.854253446,103112
6037271902,670,2025,54.7,5.913294797,112559
6037272100,771,2153,59.8,5.964220491,113707
6037272201,905,882,44.4,5.969086533,71152
6037272202,980,1610,40.8,5.952128598,71159
6037272301,1091,1129,45,5.81413025,102689
6037272302,1820,1426,31.3,5.866126264,58342
6037273100,328,1406,52.7,5.485838976,137556
6037273200,939,1639,56.3,5.943362759,124314
6037273300,776,1782,55.7,5.847920004,94038
6037273402,178,2131,67.4,6.083076813,87948
6037273502,221,2101,63.6,6.099374716,78351
6037273600,267,1577,67.6,5.962083039,165133
6037273700,516,1513,55.8,6.003330584,125739
6037273800,464,1787,58.1,5.902375788,108639
6037273902,410,2718,70.4,6.035782216,179745
6037274100,384,2571,67.9,5.843997798,136373
6037274202,284,3106,63.1,6.029965019,170691
6037275101,280,440,43,5.822991586,90511
6037275102,1917,948,28.9,5.854532998,62311
6037275200,1879,976,37,5.963870705,67151
6037275302,456,2951,63.8,5.915963136,103086
6037275311,1210,2030,47.8,6.026620007,110714
6037275400,616,1473,64.2,5.878008921,117699
6037275500,2794,655,28.3,5.882912814,58666
6037275602,922,2904,76.8,5.981154962,121395
6037275603,879,1054,39.4,5.708003686,90797
6037276000,964,2798,59.9,5.919594464,125139
6037276100,522,1208,53.3,5.813819103,68701
6037276400,347,2437,65.4,5.692636677,141819
6037276500,848,2861,53.4,5.906272015,118210
6037276601,405,2073,64.4,5.885805428,155250
6037276603,843,3009,65.3,5.953336223,97122
6037276604,273,2072,49.1,6.061376026,69303
6037277000,575,3154,64,5.819797788,159680
6037277100,757,1329,44.6,5.779090772,107613
6037277200,779,455,33.2,5.967476244,63492
6037277400,406,74,23.4,6.043515436,46387
6037278001,438,1322,46.1,5.938811504,88656
6037278102,307,2181,62.6,5.956213086,184383
6037291110,1061,7,11.8,5.933891578,51291
6037291120,1222,6,7.6,5.757843236,45917
6037291130,1819,125,17,5.794207117,55359
6037291210,2552,179,21.4,5.710821135,69437
6037291220,1843,137,18.8,5.70658262,61466
6037291300,419,462,27.6,5.705487219,79275
6037292000,2502,711,16.7,5.918631115,48784
6037293201,2270,809,28.8,6.039193486,71350
6037293202,2644,375,17.4,5.723574121,52658
6037293301,400,986,35.3,5.850741641,79373
6037293302,1953,971,27.3,5.769270853,80453
6037293304,2067,610,14.4,5.752020293,58386
6037293306,812,694,25.8,5.875757663,90142
6037293307,1264,211,18,5.719722762,49968
6037294110,2754,333,8.5,5.691771976,74449
6037294120,1563,78,4.5,5.636605606,50592
6037294200,3593,378,6.3,5.712288254,82233
6037294301,1718,198,7.3,5.686529885,90003
6037294302,3218,142,4.4,5.700560228,56708
6037294410,1360,755,27.7,5.547749485,54256
6037294421,1685,150,13.2,5.769226587,57673
6037294510,3170,260,8.2,5.791007511,46689
6037294520,2549,94,7.8,5.576788568,57407
6037294610,3037,38,6.8,5.671184628,49753
6037294620,3212,191,8.6,5.814555958,54829
6037294701,2054,76,2.8,5.77353997,43917
6037294810,2961,59,2.9,5.883261381,39869
6037294820,2544,51,3.1,5.854494583,39289
6037294830,2585,35,5.6,5.786578728,40199
6037294900,2279,151,7.2,5.623267096,44854
6037295103,920,2530,38.4,5.839633452,103950
6037296210,1479,233,11.9,5.54395931,42308
6037296220,2110,559,18,5.797109351,46311
6037296300,1216,1689,35.1,5.855300418,94791
6037296401,479,1753,35.8,5.866846054,95347
6037296402,1059,1020,22.1,5.740111233,89456
6037296500,2235,387,10.1,5.735372855,45902
6037296600,2719,787,6.8,5.757660929,38841
6037296901,2155,535,17.7,5.754337293,46917
6037296902,1662,1194,22.2,5.809979006,70840
6037297000,1294,2591,33,5.753527541,103320
6037297110,2382,696,8.9,5.830171998,48664
6037297120,2106,570,9.6,5.68025281,58318
6037297201,1562,831,12.9,5.728830172,67205
6037297202,1052,1551,28.8,5.749423133,82133
6037297300,424,1010,34,5.799407911,94603
6037297400,672,2212,47.4,5.743622319,122037
6037297500,1016,2534,36.3,5.865816877,100703
6037297601,441,1332,34,5.851667141,77231
6037297602,1025,1946,40.3,5.758507461,82830
6037301000,767,2323,46.5,5.78984932,77573
6037301100,648,3982,45,5.785102225,89831
6037301203,361,2732,48.9,5.740388333,81615
6037301204,705,3189,34.2,5.816954421,66454
6037301205,291,1177,54,6.012393865,113323
6037301206,321,3247,37,5.804531754,74651
6037301300,105,1289,59.8,6.025805973,167863
6037301400,42,2768,52.7,5.753644333,134250
6037301501,166,1365,34.1,5.657631835,91017
6037301502,734,4489,30.1,5.697523217,56103
6037301601,1012,3859,18.9,5.897766589,50003
6037301602,1431,1333,29.4,5.876702888,67851
6037301701,754,1370,30.4,5.806011867,77647
6037301702,812,3262,29.4,5.829539827,59880
6037301801,866,1917,31.9,5.850452331,62113
6037301802,283,1834,27.7,5.860537349,61108
6037301900,911,4732,42.7,5.897812579,66045
6037302002,514,2407,37.3,5.819766922,53497
6037302003,316,2688,34.1,5.811062721,46701
6037302004,735,2523,33.5,5.761786464,59519
6037302102,908,3248,36.3,5.857737068,64499
6037302103,980,2993,26.7,5.80794498,54482
6037302104,763,1444,36.1,5.702892339,59065
6037302201,382,2591,21.9,5.901050334,44515
6037302202,855,3014,29.8,5.659797767,44516
6037302301,632,1926,30.3,5.803539338,86409
6037302302,1848,1440,25.2,5.821253401,50040
6037302401,1523,2565,22.3,5.88002441,48905
6037302503,687,2547,24.6,5.897294974,46978
6037302504,1040,1977,22.1,5.869708095,44411
6037302505,1526,1386,22.4,6.032814992,43739
6037302506,762,1603,32.5,5.832187211,62664
6037310100,472,3567,48.6,5.874157372,144008
6037310201,975,3106,40.3,5.779963639,83297
6037310202,626,2904,45.4,5.898771521,96343
6037310300,211,1755,41.2,5.747203062,125466
6037310400,436,1794,42.2,5.972469879,87087
6037310501,1436,962,30.9,5.836175915,66814
6037310601,1855,1994,36.4,5.776563369,63840
6037310602,493,1096,44,5.826781816,93213
6037310701,362,1647,30.4,5.815210199,52179
6037310702,1024,4231,37.7,5.89661036,60967
6037310703,591,3026,29.6,5.818536963,59119
6037310800,1267,2618,38.1,5.879628773,84048
6037310900,1883,2533,33.5,5.857083835,88323
6037311000,1176,1570,36,5.811337575,100254
6037311100,1234,1444,32.6,5.775793851,95893
6037311200,694,1576,35.5,5.907783457,80147
6037311300,779,1794,37.1,5.87109358,96579
6037311400,256,1322,42.2,5.850622496,91510
6037311500,939,3008,41.2,5.891244045,89490
6037311600,1081,3671,46.7,5.875689232,82887
6037311700,828,3281,39.7,5.88941375,94525
6037311801,1048,994,33.5,5.927692395,68460
6037311802,1549,823,26.4,5.780002289,56965
6037320100,5701,368,14.6,5.76748829,76586
6037320201,2396,197,14.4,5.78242883,55160
6037320202,4012,407,11.7,5.828792445,78668
6037320300,4870,143,7.8,5.806275021,49657
6037401001,466,1795,47.8,5.932286905,110713
6037401002,725,2115,37.8,5.852534278,84054
6037401101,992,3039,27.2,5.820511046,68320
6037401102,725,1345,23.1,5.768178191,65638
6037401201,640,1554,41.1,5.859880793,108624
6037401202,1458,1843,22.2,5.806902312,91444
6037401203,1824,2065,31,5.734427466,82361
6037401303,569,924,45.3,5.851692551,145126
6037401304,1244,2644,44.4,5.825010596,119546
6037401311,1889,2478,28.4,5.902699013,86447
6037401312,1727,2449,30.3,5.813754068,80832
6037401500,1936,2174,32.9,5.825514477,76583
6037401601,1387,2448,32.6,5.904686202,75025
6037401602,1812,2190,29.5,5.939228889,81372
6037401603,529,1631,37.7,5.934868909,72350
6037401701,675,2425,36.5,5.852458872,86451
6037401703,1388,1232,30.6,5.968664956,62641
6037401704,2447,1210,30.4,5.821148074,65946
6037401800,1330,4191,58.8,5.834324061,104974
6037401901,761,1861,45.2,5.895452648,90283
6037401902,700,2993,71.4,5.982513524,115679
6037402001,916,834,33.3,5.760804623,74473
6037402002,1114,1735,41.7,5.91444033,77629
6037402101,2947,148,16.9,5.948823167,73669
6037402102,2581,672,14.2,5.654131867,72832
6037402200,3319,1130,26.8,5.950427059,72843
6037402301,3167,550,14,5.69186567,58540
6037402303,2499,546,11.4,5.76214336,50625
6037402304,2654,211,3.2,5.727170822,37283
6037402402,3121,711,27.7,5.823840236,66094
